Type,Run,Event,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
GSF-GSF,142528,266993250,36.23658265,-28.28597209,-3.288591656,-22.40934781,28.4765,-0.722439,-3.02585,1,47.03069605,19.98309352,13.94352141,40.22611782,24.3669,1.27563,0.609225,-1,80.20933292
GSF-GSF,142528,85018743,60.89588195,-10.51634307,-51.01004396,-31.554562,52.0828,-0.573838,-1.77411,1,36.80582397,12.2149596,34.66717468,1.910612275,36.7562,0.0519573,1.23203,-1,91.63451812
GSF-GSF,142528,554341311,103.3082074,-59.7671604,60.9373659,-58.19888052,85.355,-0.63773,2.3465,1,28.29895049,18.21812356,-18.16474391,-11.78866621,25.7266,-0.443542,-0.783931,-1,94.16139156
GSF-GSF,142528,554341311,5.899542326,-3.113648548,3.73026532,-3.345879967,4.85898,-0.6433,2.26634,1,28.29895049,18.21812356,-18.16474391,-11.78866621,25.7266,-0.443542,-0.783931,-1,22.44956759
GSF-GSF,142528,554341311,5.899542326,-3.113648548,3.73026532,-3.345879967,4.85898,-0.6433,2.26634,1,103.3082074,-59.7671604,60.9373659,-58.19888052,85.355,-0.63773,2.3465,1,1.635970141
GSF-GSF,142528,278086691,67.261119,35.47164599,23.93676974,-51.8926923,42.7926,-1.02405,0.593622,1,78.70968446,-40.17191242,-24.10004181,-63.25045347,46.8465,-1.10867,-2.60123,-1,89.59582736
GSF-GSF,142528,27036117,81.21074014,-30.77297711,22.00920645,71.85960635,37.8336,1.3977,2.52073,-1,34.77797371,26.01551415,-22.7102542,4.116410192,34.5335,0.11892,-0.717668,1,87.50943794
GSF-GSF,142528,328332624,314.0010975,-34.4437895,37.24498225,309.8759847,50.7303,2.50943,2.31714,-1,6.077056051,-0.284252335,-2.87577587,5.346000724,2.88979,1.37445,-1.66932,-1,26.41675699
GSF-GSF,142528,328332624,145.229996,42.40979589,14.31723403,138.1599717,44.7613,1.84548,0.325579,1,6.077056051,-0.284252335,-2.87577587,5.346000724,2.88979,1.37445,-1.66932,-1,19.85929292
GSF-GSF,142528,328332624,145.229996,42.40979589,14.31723403,138.1599717,44.7613,1.84548,0.325579,1,314.0010975,-34.4437895,37.24498225,309.8759847,50.7303,2.50943,2.31714,-1,86.22563232
GSF-GSF,142528,144780554,209.0054472,-31.083708,21.2523991,-205.5855432,37.6545,-2.39884,2.54188,-1,111.7543594,33.10541628,-23.98157372,-104.009386,40.8789,-1.66357,-0.626915,1,83.82301362
GSF-GSF,142528,68029475,157.8749334,26.21425632,15.42904152,-154.9169198,30.4178,-2.33051,0.531976,-1,156.8024745,-52.72114351,-25.08936202,-145.5267018,58.3866,-1.64443,-2.69742,-1,89.21639086
GSF-GSF,142528,315463940,29.15504147,11.7956218,22.45261037,14.37915284,25.3625,0.540275,1.08707,1,100.0947992,47.2098449,-24.13722118,-84.89754953,53.0224,-1.2496,-0.472627,-1,90.81956846
GSF-GSF,142528,187379131,119.6718797,36.12420734,-23.4487225,-111.6537408,43.0674,-1.68106,-0.575752,-1,243.3741403,14.6496429,38.88752026,-239.8001687,41.5554,-2.45335,1.21052,1,73.93390133
GSF-GSF,142528,389909866,193.1159718,-19.70296475,-32.7036464,189.3041026,38.1803,2.3042,-2.11303,1,44.56801066,16.8994239,28.05197003,30.22919157,32.7491,0.825905,1.02859,-1,90.93574842
GSF-GSF,142528,547127297,50.46519436,12.70715727,-45.46365616,17.84152361,47.2061,0.369485,-1.29825,-1,47.82862068,6.741917011,38.76246079,-27.1954986,39.3444,-0.645456,1.39859,1,95.66088395
GSF-GSF,142528,564854989,53.24435493,34.31095021,-23.72498455,33.08844414,41.7147,0.727356,-0.604978,-1,10.6224276,2.038811775,-5.610307502,8.786561565,5.96928,1.17911,-1.22223,-1,11.98270637
GSF-GSF,142528,564854989,92.03172755,-28.55754647,36.62754015,79.45268226,46.4447,1.30623,2.23302,1,10.6224276,2.038811775,-5.610307502,8.786561565,5.96928,1.17911,-1.22223,-1,32.96057355
GSF-GSF,142528,564854989,92.03172755,-28.55754647,36.62754015,79.45268226,46.4447,1.30623,2.23302,1,53.24435493,34.31095021,-23.72498455,33.08844414,41.7147,0.727356,-0.604978,-1,90.77476199
GSF-GSF,142528,122150746,49.00132038,-10.56617739,-44.55577816,17.4432774,45.7915,0.37227,-1.80364,-1,2.97251779,2.05555903,2.139474398,0.182176083,2.96693,0.0613637,0.805399,1,22.78266433
GSF-GSF,142528,122150746,42.89690614,2.866225171,41.33153689,11.11905425,41.4308,0.265255,1.50156,1,2.97251779,2.05555903,2.139474398,0.182176083,2.96693,0.0613637,0.805399,1,7.895154349
GSF-GSF,142528,122150746,42.89690614,2.866225171,41.33153689,11.11905425,41.4308,0.265255,1.50156,1,49.00132038,-10.56617739,-44.55577816,17.4432774,45.7915,0.37227,-1.80364,-1,86.94706581
GSF-GSF,142537,42726992,42.22453811,-24.41578572,-32.42769675,11.62865037,40.5917,0.282698,-2.21617,-1,47.83420437,26.01040287,39.95309936,3.914064549,47.6738,0.082009,0.993702,1,88.37322345
GSF-GSF,142537,42726992,8.161723371,-4.610044688,2.829250924,-6.112000925,5.40899,-0.970358,2.59115,1,47.83420437,26.01040287,39.95309936,3.914064549,47.6738,0.082009,0.993702,1,29.02426869
GSF-GSF,142537,42726992,8.161723371,-4.610044688,2.829250924,-6.112000925,5.40899,-0.970358,2.59115,1,42.22453811,-24.41578572,-32.42769675,11.62865037,40.5917,0.282698,-2.21617,-1,28.10293755
GSF-GSF,142537,13483834,99.46820617,34.088092,85.94218083,-36.68606788,92.4557,-0.387059,1.19319,-1,46.67563511,26.00946263,-20.44584169,-32.92552694,33.0836,-0.877991,-0.666203,1,92.79419001
GSF-GSF,142537,13483834,30.21182626,-16.97400451,-4.814906069,24.52456516,17.6437,1.13215,-2.86519,1,46.67563511,26.00946263,-20.44584169,-32.92552694,33.0836,-0.877991,-0.666203,1,71.56368267
GSF-GSF,142537,13483834,30.21182626,-16.97400451,-4.814906069,24.52456516,17.6437,1.13215,-2.86519,1,99.46820617,34.088092,85.94218083,-36.68606788,92.4557,-0.387059,1.19319,-1,98.96707515
GSF-GSF,142557,80895186,6.215355164,-0.39861662,3.331245546,5.232069137,3.35501,1.22731,1.68989,1,62.62535505,49.76571494,-17.98074927,-33.49628887,52.9144,-0.596939,-0.346713,-1,35.89510985
GSF-GSF,142557,80895186,32.17671991,-30.56304117,-3.654039828,9.374956621,30.7807,0.30005,-3.0226,1,62.62535505,49.76571494,-17.98074927,-33.49628887,52.9144,-0.596939,-0.346713,-1,86.99878143
GSF-GSF,142557,80895186,32.17671991,-30.56304117,-3.654039828,9.374956621,30.7807,0.30005,-3.0226,1,6.215355164,-0.39861662,3.331245546,5.232069137,3.35501,1.22731,1.68989,1,17.37405474
GSF-GSF,142557,80895186,21.13810907,0.104767543,9.952538586,18.6482078,9.95309,1.38564,1.56027,1,62.62535505,49.76571494,-17.98074927,-33.49628887,52.9144,-0.596939,-0.346713,-1,65.14856269
GSF-GSF,142557,80895186,21.13810907,0.104767543,9.952538586,18.6482078,9.95309,1.38564,1.56027,1,6.215355164,-0.39861662,3.331245546,5.232069137,3.35501,1.22731,1.68989,1,1.182840113
GSF-GSF,142557,80895186,21.13810907,0.104767543,9.952538586,18.6482078,9.95309,1.38564,1.56027,1,32.17671991,-30.56304117,-3.654039828,9.374956621,30.7807,0.30005,-3.0226,1,33.01205426
GSF-GSF,142558,191719231,44.23581714,-29.11008409,-29.84377266,-14.79052926,41.6899,-0.347725,-2.34375,-1,48.65797804,40.89855139,20.65645795,16.37736442,45.819,0.350232,0.467692,1,91.6698665
GSF-GSF,142558,154179055,98.82898346,-28.34399055,34.48938148,88.17181373,44.6419,1.43244,2.2587,1,157.3124802,31.35882205,-21.39995121,152.6626437,37.9649,2.09983,-0.598831,-1,86.17883213
GSF-GSF,142558,171764449,79.30544662,-5.895655349,50.70066703,-60.69627233,51.0423,-1.009,1.68656,1,46.36931109,21.14254036,-32.74302938,-25.11971387,38.9758,-0.606603,-0.997442,-1,88.74016557
GSF-GSF,142558,75125125,49.07961513,-32.06517562,18.78420051,32.05911641,37.1621,0.780871,2.61167,-1,67.58401594,56.60601659,28.47866197,23.50157245,63.3662,0.362869,0.466127,1,87.67771451
GSF-GSF,142558,75125125,11.99647585,1.654686819,1.930854569,-11.72387499,2.54287,-2.23304,0.862269,1,67.58401594,56.60601659,28.47866197,23.50157245,63.3662,0.362869,0.466127,1,43.30464476
GSF-GSF,142558,75125125,11.99647585,1.654686819,1.930854569,-11.72387499,2.54287,-2.23304,0.862269,1,49.07961513,-32.06517562,18.78420051,32.05911641,37.1621,0.780871,2.61167,-1,44.30412521
GSF-GSF,142558,172389718,56.76405447,21.15397698,-20.86541839,48.36632561,29.7129,1.26362,-0.778531,-1,34.34198767,-23.31337237,25.20481616,0.758964826,34.3336,0.0221038,2.31723,1,76.57364685
GSF-GSF,142558,34717634,234.9156475,9.158051442,-38.41043036,-231.5731641,39.4871,-2.46926,-1.33674,-1,36.50078733,5.285025185,33.06509247,-14.52844261,33.4848,-0.421307,1.4123,1,113.4182751
GSF-GSF,142659,13845001,88.05233216,-71.07382006,-2.828997767,51.90107968,71.1301,0.676799,-3.10181,-1,31.96124165,27.90755042,13.1412975,8.366355092,30.8468,0.268003,0.440087,1,93.815904
GSF-GSF,142662,39383678,50.90843226,30.48806458,0.377373095,-40.76768307,30.4904,-1.10085,0.0123771,-1,27.02856998,-19.11419831,18.78914981,-3.486956799,26.8027,-0.129733,2.36477,1,60.15798147
GSF-GSF,142662,76136720,45.54258401,31.22660901,21.77108522,-25.0009139,38.0668,-0.616887,0.608842,-1,45.54485457,-36.09830073,-20.00004442,19.26771096,41.2685,0.4514,-2.63565,1,90.7589218
GSF-GSF,142663,47027936,42.00570204,34.8199358,-12.47379032,-19.91119356,36.9868,-0.515232,-0.343994,1,84.1757922,-54.45929137,-4.559191152,-64.023147,54.6498,-0.99761,-3.05807,-1,90.55920283
GSF-GSF,142663,47027936,4.648085413,1.461751212,3.418260132,2.789888673,3.71769,0.693496,1.1667,-1,84.1757922,-54.45929137,-4.559191152,-64.023147,54.6498,-0.99761,-3.05807,-1,36.47092434
GSF-GSF,142663,47027936,4.648085413,1.461751212,3.418260132,2.789888673,3.71769,0.693496,1.1667,-1,42.00570204,34.8199358,-12.47379032,-19.91119356,36.9868,-0.515232,-0.343994,1,22.02438109
GSF-GSF,142663,51026569,33.52134829,-18.0407501,-24.0451868,-14.833783,30.0606,-0.475357,-2.21448,1,75.64790125,13.40249041,18.59608176,72.09135841,22.9225,1.86333,0.946302,-1,92.67302145
GSF-GSF,142663,84186867,44.28000554,30.06659763,32.50720085,0.022145447,44.28,0.000500123,0.824382,1,55.24992096,-16.96132517,-15.13148382,50.35777409,22.7299,1.53605,-2.41315,-1,83.03256149
GSF-GSF,142663,98221794,47.03846403,15.46566946,36.46518497,25.3716466,39.6093,0.603282,1.16967,-1,113.433911,-16.47256816,-34.72878082,106.7230924,38.4374,1.74531,-2.01369,1,91.09519273
GSF-GSF,142663,22372519,101.4103134,-24.00663128,-30.4356592,-93.70914556,38.764,-1.61612,-2.23865,-1,72.00528364,33.88947937,34.01189458,-53.6605543,48.0136,-0.962142,0.787201,1,90.80022415
GSF-GSF,142664,27091825,72.21675422,-12.73369354,-19.10090989,-68.47092726,22.9563,-1.81295,-2.15879,-1,30.24313908,16.26621806,21.17272137,14.20469926,26.6997,0.509664,0.915709,1,86.81264367
GSF-GSF,142928,428525471,186.1146244,0.417993165,33.69020709,-183.0394729,33.6928,-2.39393,1.55839,1,27.57731382,-0.487135887,-24.71990066,-12.2146407,24.7247,-0.475862,-1.5905,-1,86.3690014
GSF-GSF,142928,426101771,39.89106353,-38.06955404,7.470970073,9.283889834,38.7957,0.237075,2.94781,-1,47.77887154,43.58440289,-17.31862539,-9.126094718,46.8992,-0.193382,-0.378227,1,86.94022511
GSF-GSF,142928,426101771,13.55698217,-2.878736857,-3.161851778,12.86496533,4.27603,1.82117,-2.30936,1,47.77887154,43.58440289,-17.31862539,-9.126094718,46.8992,-0.193382,-0.378227,1,40.88650884
GSF-GSF,142928,426101771,13.55698217,-2.878736857,-3.161851778,12.86496533,4.27603,1.82117,-2.30936,1,39.89106353,-38.06955404,7.470970073,9.283889834,38.7957,0.237075,2.94781,-1,25.89962889
GSF-GSF,142928,430812127,97.46551353,8.344617408,-29.80821796,92.41949918,30.9542,1.81391,-1.29784,1,27.21873005,-9.920908697,25.10997356,-3.45312378,26.9988,-0.127553,1.94707,-1,87.21574657
GSF-GSF,142928,88439685,212.7911517,42.83156415,5.240793203,-208.3700205,43.151,-2.27831,0.121753,1,257.9961238,-45.78453362,2.993649009,-253.8834663,45.8823,-2.41201,3.0763,-1,88.80228987
GSF-GSF,142928,71607196,142.0882707,28.93952636,-31.45349805,-135.5074092,42.7413,-1.871,-0.827001,-1,212.1081088,-65.20221955,-34.22747677,-198.9145551,73.64,-1.71946,-2.65819,1,89.37590113
GSF-GSF,142928,424003880,141.6809264,20.73967896,32.65309683,-136.2979306,38.6828,-1.97215,1.00493,-1,168.5418654,-24.88309005,-40.31040485,-161.74753,47.3719,-1.94194,-2.12383,1,85.62290405
GSF-GSF,142928,548662802,54.65643858,-20.64595813,-28.28831671,-41.96238588,35.0212,-1.01482,-2.20127,-1,49.50511583,20.42258262,23.62241873,-38.41426747,31.2266,-1.03515,0.85792,1,66.08632622
GSF-GSF,142928,104477887,66.51517848,-40.77913061,30.01356075,-43.1337182,50.6335,-0.77267,2.50711,1,41.1980314,29.52177756,-26.61488784,-10.83467519,39.7478,-0.269318,-0.733662,-1,92.47307242
GSF-GSF,142928,578371003,46.05856004,26.03281227,-34.71539067,15.44426395,43.392,0.348808,-0.927364,1,58.65965364,-27.59917027,38.99355789,34.0403174,47.7725,0.662918,2.18673,-1,92.17605054
GSF-GSF,142928,164838334,43.69036191,-11.20119463,-41.62782736,-7.106683589,43.1085,-0.164118,-1.83365,-1,59.21276736,22.54944345,33.45434518,-43.34144906,40.3444,-0.932939,0.977709,1,88.59148584
GSF-GSF,142933,8828812,107.4981273,16.40205838,-36.8656865,99.63804999,40.3498,1.63579,-1.15218,1,133.5319776,-13.31274015,38.38210455,127.2020992,40.6253,1.85911,1.90466,-1,81.40770698
GSF-GSF,142933,565024903,46.23333656,4.098534044,41.27812588,20.41665379,41.4811,0.474217,1.47183,-1,59.51942165,-5.134711351,-43.82824573,39.94097106,44.128,0.812665,-1.68742,1,86.79300788
GSF-GSF,142933,638145056,41.05109317,-39.92439196,8.273320829,-4.773608668,40.7726,-0.116813,2.93726,1,49.69012073,41.74148191,-10.89731291,-24.65776465,43.1405,-0.544293,-0.255367,-1,85.776308
GSF-GSF,142933,286311559,59.34238341,-17.44249643,-4.418750997,-56.54867307,17.9935,-1.86264,-2.89348,1,33.17867282,25.72611133,7.288341768,19.64361473,26.7386,0.680825,0.276071,-1,84.38785273
GSF-GSF,142933,382733545,202.1831197,46.50069721,8.715995037,-196.5699124,47.3105,-2.13161,0.185288,-1,38.1415418,-25.55421627,-4.312211878,-27.9850687,25.9155,-0.93673,-2.97442,1,82.90268387
GSF-GSF,142933,479896430,42.45670833,15.09968345,39.64651618,1.650877537,42.4246,0.0389034,1.2069,-1,47.80319702,-20.32226442,-28.89396466,32.20698714,35.325,0.817563,-2.18376,1,82.81064423
GSF-GSF,142933,35485638,76.39476695,16.21984705,-46.82218775,58.14430078,49.552,0.998832,-1.23732,1,62.29726197,1.278939524,40.36174225,47.43672549,40.382,0.999675,1.53912,-1,87.97829784
GSF-GSF,142933,309893487,34.3609418,-4.939834967,33.74525499,4.186898268,34.1049,0.122459,1.71615,-1,94.89498254,3.518589155,-28.3302334,90.49903379,28.5479,1.8709,-1.44723,1,87.80846115
GSF-GSF,142933,408883139,148.4174388,29.84987928,-52.48919459,-135.578779,60.3832,-1.54825,-1.05372,1,50.72215119,-12.48221045,29.69578385,-39.18024329,32.2125,-1.02637,1.96871,-1,91.07516103
GSF-GSF,142933,572606305,184.2531513,17.82678414,-44.49211373,-177.9097562,47.9306,-2.02234,-1.18971,-1,54.413627,-4.921253383,30.7010735,-44.65499024,31.093,-1.15883,1.72974,1,84.08340617
GSF-GSF,142933,554824722,255.5471875,42.76960497,-3.752420486,251.9147579,42.9339,2.46976,-0.0875116,-1,86.88453807,-39.21249762,3.090542567,77.47097219,39.3341,1.42994,3.06294,1,93.54911204
GSF-GSF,142933,361407352,153.7157281,-38.66652165,-11.6841255,148.3135408,40.3933,2.01186,-2.84814,-1,41.21109907,29.12000364,7.326810352,28.22583789,30.0276,0.838302,0.246491,1,81.97678651
GSF-GSF,142933,184612813,73.63689771,-25.77302112,33.33229953,60.39124022,42.1342,1.15719,2.22899,-1,65.32644708,26.80970434,-36.55175127,47.03991837,45.3298,0.9078,-0.937957,1,88.0790428
GSF-GSF,142933,236922432,37.75284936,-32.90232903,-16.3991724,8.589617167,36.7627,0.231575,-2.67921,1,87.76532951,26.49768493,11.28405839,82.90534231,28.8003,1.77935,0.402591,-1,85.53538308
GSF-GSF,142953,87661754,110.8569451,-43.31284735,29.01495815,-97.83348989,52.1332,-1.38705,2.55136,1,96.10994858,32.9059751,-14.87283172,-89.06805205,36.111,-1.63472,-0.424499,1,87.14818409
GSF-GSF,142953,136565397,43.00283702,-34.28621186,9.018615874,-24.33853395,35.4525,-0.641581,2.88438,1,49.23499402,38.3746218,-10.30201325,29.07475813,39.7334,0.67848,-0.262275,-1,92.01643033
GSF-GSF,142953,187667802,200.6770694,-20.15971918,-43.03235577,-194.9694547,47.5205,-2.11936,-2.00891,1,199.4248004,57.06236992,3.582214284,-191.0531462,57.1747,-1.92126,0.0626949,-1,90.27700971
GSF-GSF,142953,117073496,62.96160391,36.58123228,45.39176083,-23.78161181,58.2975,-0.397393,0.892468,-1,69.80896549,-28.90629427,-42.75919276,-47.003928,51.6132,-0.816796,-2.16525,1,112.0339072
GSF-GSF,142953,198932181,59.12890832,40.27485522,-4.766241911,-43.02844145,40.5559,-0.923833,-0.117795,1,43.80217862,-42.90408809,-8.603446564,-1.962341626,43.7582,-0.0448301,-2.94369,-1,91.56951819
GSF-GSF,142953,264724733,78.61516638,-7.456659415,-36.9168607,-69.00643456,37.6624,-1.36599,-1.7701,1,168.435048,9.940502875,47.97844943,-161.1509237,48.9974,-1.90607,1.3665,-1,89.0666642
GSF-GSF,142953,179852244,58.61420974,-27.22355248,-27.03227224,-44.31433212,38.3649,-0.986892,-2.35972,1,35.72345997,26.22437373,23.71228351,5.116192431,35.3552,0.144208,0.735135,-1,85.7384458
GSF-GSF,142953,258942049,118.3391506,-35.83523856,-14.88811409,111.7959493,38.8049,1.78012,-2.74783,1,195.8006634,41.77639491,13.19342458,190.8364907,43.8102,2.17762,0.305898,-1,84.01940052
GSF-GSF,142953,173886803,150.57135,-45.33852446,7.048195928,-143.4101551,45.8831,-1.85742,2.98737,1,38.36196649,30.7095427,-11.23217111,-20.05997986,32.6992,-0.580341,-0.350641,-1,93.49759523
GSF-GSF,142953,195937382,107.5087044,25.12686293,-2.519864637,-104.5007778,25.2529,-2.12769,-0.0999515,1,27.00153859,-26.63784805,1.753502667,4.053808793,26.6955,0.151276,3.07586,-1,89.4457461
GSF-GSF,142953,61972252,73.97456061,32.00829612,7.754811153,-66.23871602,32.9343,-1.44865,0.237695,-1,28.80978067,-27.41841187,1.314420224,8.746796671,27.4499,0.313486,3.09369,1,84.59303769
GSF-GSF,142954,97152062,73.14441094,16.29094645,42.51849864,57.24410178,45.5326,1.05209,1.2049,1,73.22098748,-16.76389532,-33.04015865,63.15562317,37.0497,1.30316,-2.04033,-1,82.68417913
GSF-GSF,142954,109248746,45.07241998,-44.94093508,-3.397814411,0.538752019,45.0692,0.0119536,-3.06613,-1,61.02151321,21.74540806,-38.81396684,-41.76407883,44.4903,-0.837374,-1.06012,1,85.06778555
GSF-GSF,142954,109248746,21.80571672,0.921469101,10.47454628,19.10298553,10.515,1.35854,1.48305,-1,61.02151321,21.74540806,-38.81396684,-41.76407883,44.4903,-0.837374,-1.06012,1,70.92189217
GSF-GSF,142954,109248746,21.80571672,0.921469101,10.47454628,19.10298553,10.515,1.35854,1.48305,-1,45.07241998,-44.94093508,-3.397814411,0.538752019,45.0692,0.0119536,-3.06613,-1,45.81586837
GSF-GSF,142954,168557982,56.78168106,-0.073338389,-44.34873936,35.45903611,44.3488,0.732316,-1.57245,-1,55.74164693,0.021644925,41.1244943,37.62853574,41.1245,0.819968,1.57027,1,85.49448961
GSF-GSF,142954,38901167,106.8680705,-23.10569134,4.271467633,-104.2528949,23.4972,-2.19555,2.95879,1,22.65783512,22.12642697,-3.360741251,3.53611937,22.3802,0.157352,-0.150736,-1,81.43281271
GSF-GSF,142954,125305270,58.57937501,-2.996674391,-22.45754809,-54.02056694,22.6566,-1.60339,-1.70345,1,32.1194124,4.16967645,25.27081231,19.38185998,25.6125,0.698526,1.40727,-1,83.7683689
GSF-GSF,142954,133153876,5.187877924,3.027714398,-3.706012687,-2.003120709,4.78556,-0.407227,-0.885791,1,92.92453274,15.08689801,-27.09333909,-87.59740448,31.0107,-1.76152,-1.06271,1,17.91791732
GSF-GSF,142954,133153876,155.463341,32.80757757,70.82259526,-134.4495193,78.0524,-1.3122,1.13699,-1,92.92453274,15.08689801,-27.09333909,-87.59740448,31.0107,-1.76152,-1.06271,1,90.47414445
GSF-GSF,142954,133153876,155.463341,32.80757757,70.82259526,-134.4495193,78.0524,-1.3122,1.13699,-1,5.187877924,3.027714398,-3.706012687,-2.003120709,4.78556,-0.407227,-0.885791,1,37.42575797
GSF-GSF,142954,77202419,32.54093833,4.444618319,-31.77495357,5.432343931,32.0843,0.168516,-1.43182,1,126.258751,-2.79558132,41.72906177,119.1307783,41.8226,1.76941,1.63769,-1,97.97737659
GSF-GSF,142954,198011507,63.48737787,40.62139337,2.205092794,48.74102087,40.6812,1.01477,0.0542308,1,72.79512363,-45.10034054,-8.984289934,56.43023872,45.9865,1.03321,-2.94496,-1,86.2896743
GSF-GSF,142954,131347200,71.72583744,33.5941519,35.67241454,52.3785028,49.0009,0.929284,0.815393,-1,73.29962523,-30.40832496,-27.62436568,60.70472182,41.0825,1.18229,-2.40413,1,90.38610815
GSF-GSF,142970,147810638,165.7035886,-36.66332741,-38.74547794,-156.8829743,53.3424,-1.79964,-2.32859,-1,68.41791043,16.0477843,31.78989927,-58.41987154,35.6108,-1.27026,1.10331,1,89.35423981
GSF-GSF,142970,121158774,3.564848715,2.196105395,0.041102495,2.807770963,2.19649,1.06515,0.0187139,1,54.15478438,-31.86506289,-42.87917923,-8.873242153,53.4229,-0.16534,-2.20989,-1,24.07110813
GSF-GSF,142970,121158774,63.67054389,41.64828934,-6.650303422,-47.69833979,42.1759,-0.970999,-0.158341,1,54.15478438,-31.86506289,-42.87917923,-8.873242153,53.4229,-0.16534,-2.20989,-1,90.18637883
GSF-GSF,142970,121158774,63.67054389,41.64828934,-6.650303422,-47.69833979,42.1759,-0.970999,-0.158341,1,3.564848715,2.196105395,0.041102495,2.807770963,2.19649,1.06515,0.0187139,1,23.22546798
GSF-GSF,142970,39230590,81.92042831,31.37137401,-5.498537313,-75.47555601,31.8496,-1.59774,-0.17351,-1,28.76528584,-25.80736522,11.82401568,4.649109883,28.3871,0.163052,2.71197,1,84.64025033
GSF-GSF,142970,39230590,9.817574965,-1.722322905,-1.574191655,9.536262496,2.33334,2.11559,-2.4011,-1,28.76528584,-25.80736522,11.82401568,4.649109883,28.3871,0.163052,2.71197,1,20.60266336
GSF-GSF,142970,39230590,9.817574965,-1.722322905,-1.574191655,9.536262496,2.33334,2.11559,-2.4011,-1,81.92042831,31.37137401,-5.498537313,-75.47555601,31.8496,-1.59774,-0.17351,-1,56.02482566
GSF-GSF,142970,129669264,155.5017468,-44.41151452,-24.58677896,146.9826552,50.7631,1.78486,-2.63598,-1,181.7473825,18.93097041,31.869575,177.9271188,37.0682,2.27244,1.03479,1,86.41942334
GSF-GSF,142970,149928301,49.91966649,4.369089521,23.3123158,-43.92516467,23.7182,-1.3754,1.38553,1,48.90794657,22.98914478,-42.9814904,4.009730976,48.7433,0.0821697,-1.07965,-1,83.89461152
GSF-GSF,142970,47536700,107.8385861,-18.06289376,-35.69408756,-100.1440194,40.0042,-1.64847,-2.03927,1,204.2576341,0.79650032,52.68737981,-197.3438286,52.6934,-2.03097,1.55568,-1,91.2037861
GSF-GSF,142970,130951974,67.28151089,-21.68099225,-50.23729864,-39.15290677,54.7161,-0.665371,-1.97822,-1,56.27208847,33.07318032,5.538996814,45.18885037,33.5338,1.10712,0.165937,1,114.4610814
GSF-GSF,142971,1070061533,85.67442558,-1.771713757,-22.21245415,-82.72590349,22.283,-2.02252,-1.65039,-1,28.61166145,-1.44575537,23.0931883,16.8297836,23.1384,0.674931,1.63332,1,93.31603973
GSF-GSF,142971,1218497446,41.16353312,-39.07776099,-4.485058785,12.13463236,39.3343,0.303805,-3.02732,1,50.02980263,40.51169643,5.484064733,-28.83935917,40.8812,-0.65712,0.134552,-1,89.63326617
GSF-GSF,142971,1085131064,45.92484118,-39.01077453,4.222226926,23.86259221,39.2386,0.575793,3.03378,1,95.57398343,47.69143534,-2.315232364,82.79222791,47.7476,1.31791,-0.048508,-1,92.56174269
GSF-GSF,142971,356296776,59.44628107,-55.15823177,-16.06139965,-15.27943855,57.4491,-0.262925,-2.85824,1,50.03851885,34.28713556,-0.660664556,-36.4391167,34.2935,-0.92493,-0.0192662,-1,92.71937428
GSF-GSF,142971,356296776,9.518262284,8.850587474,1.500910614,-3.164124736,8.97695,-0.345554,0.167985,-1,50.03851885,34.28713556,-0.660664556,-36.4391167,34.2935,-0.92493,-0.0192662,-1,10.81777634
GSF-GSF,142971,356296776,9.518262284,8.850587474,1.500910614,-3.164124736,8.97695,-0.345554,0.167985,-1,59.44628107,-55.15823177,-16.06139965,-15.27943855,57.4491,-0.262925,-2.85824,1,45.38212702
GSF-GSF,142971,39488525,136.6100273,21.02613284,-17.8639546,-133.7949192,27.5902,-2.28246,-0.704266,-1,52.67410664,48.00883303,16.6671491,-13.85350504,50.8197,-0.269333,0.33415,1,96.23495882
GSF-GSF,142971,1185697057,47.12827666,-18.42436154,9.738591581,-42.27028739,20.8398,-1.45624,2.65535,-1,43.7704307,29.22063981,-30.34962167,-11.87035286,42.1301,-0.278154,-0.804348,1,69.20976727
GSF-GSF,142971,543043381,62.80259481,36.83127458,27.13299606,-43.02817278,45.7465,-0.838726,0.634924,-1,44.01637513,-40.20486321,-13.51080379,-11.76726114,42.4143,-0.273995,-2.8174,1,90.61350638
GSF-GSF,142971,533742622,125.7398518,-26.92944287,2.64165711,-122.7938805,27.0587,-2.21757,3.04381,-1,51.96538824,40.08996301,-7.469612422,-32.20871513,40.7799,-0.724698,-0.184209,1,85.77201902
GSF-GSF,142971,1139779322,132.1816486,3.313749317,-36.81195189,-126.9089732,36.9608,-1.94732,-1.48102,-1,55.78603076,-9.884981882,36.91720096,-40.63851171,38.2177,-0.925462,1.83242,1,84.94996523
GSF-GSF,142971,1298225309,47.67530382,-13.08044911,26.56102677,-37.36774415,29.6072,-1.05514,2.0284,1,35.58516223,14.6897811,-30.02010982,12.21912878,33.4215,0.357916,-1.11572,-1,79.27986596
GSF-GSF,142971,1167321899,67.34084877,35.92499314,23.16163858,52.03578845,42.7442,1.02705,0.572656,1,97.29392854,-34.89622586,-29.2856298,85.96926101,45.5565,1.39197,-2.44339,-1,89.55810736
GSF-GSF,142971,1233999213,54.425867,-20.92779866,-25.71590543,-43.16126098,33.1554,-1.07954,-2.2539,-1,38.60477052,19.84726868,25.80253309,20.75195217,32.5528,0.600702,0.915121,1,90.28481238
